0-20%/s2/ROIs_04_s2_p1727.tif,0-20%/s2_cloudy/ROIs_04_s2_cloudy_p1727.tif,0-20%/s1/ROIs_04_s1_p1727.tif,0-20%/land_cover_maps/ROIs_04_s2_p1727.tif,0-20%/cloud_detection_results/ROIs_04_s2_cloudy_p1727.tif
0-20%/s2/ROIs_02_s2_p6371.tif,0-20%/s2_cloudy/ROIs_02_s2_cloudy_p6371.tif,0-20%/s1/ROIs_02_s1_p6371.tif,0-20%/land_cover_maps/ROIs_02_s2_p6371.tif,0-20%/cloud_detection_results/ROIs_02_s2_cloudy_p6371.tif
0-20%/s2/ROIs_06_s2_p4471.tif,0-20%/s2_cloudy/ROIs_06_s2_cloudy_p4471.tif,0-20%/s1/ROIs_06_s1_p4471.tif,0-20%/land_cover_maps/ROIs_06_s2_p4471.tif,0-20%/cloud_detection_results/ROIs_06_s2_cloudy_p4471.tif
0-20%/s2/ROIs_06_s2_p4179.tif,0-20%/s2_cloudy/ROIs_06_s2_cloudy_p4179.tif,0-20%/s1/ROIs_06_s1_p4179.tif,0-20%/land_cover_maps/ROIs_06_s2_p4179.tif,0-20%/cloud_detection_results/ROIs_06_s2_cloudy_p4179.tif
0-20%/s2/ROIs_04_s2_p979.tif,0-20%/s2_cloudy/ROIs_04_s2_cloudy_p979.tif,0-20%/s1/ROIs_04_s1_p979.tif,0-20%/land_cover_maps/ROIs_04_s2_p979.tif,0-20%/cloud_detection_results/ROIs_04_s2_cloudy_p979.tif
0-20%/s2/ROIs_05_s2_p1516.tif,0-20%/s2_cloudy/ROIs_05_s2_cloudy_p1516.tif,0-20%/s1/ROIs_05_s1_p1516.tif,0-20%/land_cover_maps/ROIs_05_s2_p1516.tif,0-20%/cloud_detection_results/ROIs_05_s2_cloudy_p1516.tif
0-20%/s2/ROIs_05_s2_p4497.tif,0-20%/s2_cloudy/ROIs_05_s2_cloudy_p4497.tif,0-20%/s1/ROIs_05_s1_p4497.tif,0-20%/land_cover_maps/ROIs_05_s2_p4497.tif,0-20%/cloud_detection_results/ROIs_05_s2_cloudy_p4497.tif
0-20%/s2/ROIs_05_s2_p768.tif,0-20%/s2_cloudy/ROIs_05_s2_cloudy_p768.tif,0-20%/s1/ROIs_05_s1_p768.tif,0-20%/land_cover_maps/ROIs_05_s2_p768.tif,0-20%/cloud_detection_results/ROIs_05_s2_cloudy_p768.tif
0-20%/s2/ROIs_08_s2_p7065.tif,0-20%/s2_cloudy/ROIs_08_s2_cloudy_p7065.tif,0-20%/s1/ROIs_08_s1_p7065.tif,0-20%/land_cover_maps/ROIs_08_s2_p7065.tif,0-20%/cloud_detection_results/ROIs_08_s2_cloudy_p7065.tif
0-20%/s2/ROIs_05_s2_p1705.tif,0-20%/s2_cloudy/ROIs_05_s2_cloudy_p1705.tif,0-20%/s1/ROIs_05_s1_p1705.tif,0-20%/land_cover_maps/ROIs_05_s2_p1705.tif,0-20%/cloud_detection_results/ROIs_05_s2_cloudy_p1705.tif
0-20%/s2/ROIs_04_s2_p6011.tif,0-20%/s2_cloudy/ROIs_04_s2_cloudy_p6011.tif,0-20%/s1/ROIs_04_s1_p6011.tif,0-20%/land_cover_maps/ROIs_04_s2_p6011.tif,0-20%/cloud_detection_results/ROIs_04_s2_cloudy_p6011.tif
0-20%/s2/ROIs_04_s2_p4911.tif,0-20%/s2_cloudy/ROIs_04_s2_cloudy_p4911.tif,0-20%/s1/ROIs_04_s1_p4911.tif,0-20%/land_cover_maps/ROIs_04_s2_p4911.tif,0-20%/cloud_detection_results/ROIs_04_s2_cloudy_p4911.tif
0-20%/s2/ROIs_09_s2_p2700.tif,0-20%/s2_cloudy/ROIs_09_s2_cloudy_p2700.tif,0-20%/s1/ROIs_09_s1_p2700.tif,0-20%/land_cover_maps/ROIs_09_s2_p2700.tif,0-20%/cloud_detection_results/ROIs_09_s2_cloudy_p2700.tif
0-20%/s2/ROIs_05_s2_p4713.tif,0-20%/s2_cloudy/ROIs_05_s2_cloudy_p4713.tif,0-20%/s1/ROIs_05_s1_p4713.tif,0-20%/land_cover_maps/ROIs_05_s2_p4713.tif,0-20%/cloud_detection_results/ROIs_05_s2_cloudy_p4713.tif
